interaction_ID	ligand_gene_name	receptor_gene_name	sending_cell_type	receiving_cell_type	mean_e_s_l_control	mean_e_s_l_case	mean_e_r_r_control	mean_e_r_r_case	log2FC_rho_s	log2FC_rho_r	log2FC_rho	log2FC_phi_s_l	log2FC_phi_r_r	log2FC_phi	log2FC_p_s_l	log2FC_p_r_r	log2FC_p	log2FC_weights	log10_cum_weight	frac_samples_controls	frac_samples_cases	passed_log10_cum_weight_filter	passed_frac_samples_filter	passed_log10_meanexpr_control_filter	passed_log10_meanexpr_case_filter	passed_log10_meanexpr_per_condition_filter	passed_QC_filter	p.value	p.adj	passed_FDR_threshold	passed_log2FC_threshold	sign
HSPC:CD69_HSPC:SIRPA	CD69	SIRPA	HSPC	HSPC	0.960613699059893	1.07961698154221	0.51483808846225	0.767291575333398	2.17786183936576	2.17786183936576	4.8766657486467	-0.164368816691352	1.95838263733634	2.33503645269719	0.168491286845771	0.575656124401432	0.75130657286597	9.56564866060442	0.0645731770202173	0.166666666666667	0.857142857142857	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00189985213476099	0.058773431136151	TRUE	TRUE	TRUE
HSPC:CD36_HSPC:TLR4	CD36	TLR4	HSPC	HSPC	0.895683787395317	0.983792036780882	0.627549245590745	0.772571935392687	2.17786183936576	2.17786183936576	4.8766657486467	-2.47533483301823	5.46665556340975	8.2598647381656	0.135363884872332	0.299940594957431	0.684456588795305	13.1055712515177	0.0328664435870428	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0110345836259239	0.0970400567802126	TRUE	TRUE	TRUE
HSPC:RPS27A_HSPC:TLR4	RPS27A	TLR4	HSPC	HSPC	4.17944211915817	3.84058521118191	0.627549245590745	0.772571935392687	2.17786183936576	2.17786183936576	4.8766657486467	-0.0421120455060992	5.46665556340975	10.7018506187676	-0.121984222040065	0.299940594957431	0.116600840453812	15.4033412738889	0.141937902442298	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0087629115175484	0.093580893500888	TRUE	TRUE	TRUE
HSPC:UBA52_HSPC:TLR4	UBA52	TLR4	HSPC	HSPC	2.97770562310425	2.95522282078291	0.627549245590745	0.772571935392687	2.17786183936576	2.17786183936576	4.8766657486467	-0.0588278365535002	5.46665556340975	10.6893422702171	-0.0109342234563683	0.299940594957431	0.26648251571972	15.3713464065141	0.139274151579343	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00877417624475752	0.093580893500888	TRUE	TRUE	TRUE
HSPC:UBB_HSPC:TLR4	UBB	TLR4	HSPC	HSPC	2.02609899302295	1.93229396952291	0.627549245590745	0.772571935392687	2.17786183936576	2.17786183936576	4.8766657486467	-0.0956816842420246	5.46665556340975	10.616089624313	-0.0683900691268873	0.299940594957431	0.235919514863919	15.0472534128385	0.11461406855155	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00878214589919373	0.093580893500888	TRUE	TRUE	TRUE
HSPC:UBC_HSPC:TLR4	UBC	TLR4	HSPC	HSPC	1.68123256134651	2.31220460874844	0.627549245590745	0.772571935392687	2.17786183936576	2.17786183936576	4.8766657486467	-0.0115508226781701	5.46665556340975	10.670324193249	0.459749765337903	0.299940594957431	0.616588439247211	15.3195570652971	0.13505233785418	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0088350227390397	0.093580893500888	TRUE	TRUE	TRUE
HSPC:ANXA1_DC:FPR1	ANXA1	FPR1	HSPC	DC	1.41576998714616	1.88619987109369	1.00782111894305	0.585435245979024	2.17786183936576	-1.37405656211184	0.311269234234248	0.0483302804887989	-3.87563765885327	-4.17611728768791	0.413895662005309	-0.71100455123248	-0.25369829547982	-4.2354801422038	0.0305156155898841	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00035585657045387	0.0236315895540407	TRUE	TRUE	TRUE
HSPC:CD48_DC:CD2	CD48	CD2	HSPC	DC	0.800202933744073	0.758033797677475	0.892671668953377	0.318608714564672	2.17786183936576	-1.37405656211184	0.311269234234248	-1.42440895143623	-5.85708020780175	-10.7080811290868	-0.0781037441757195	-1.37012838070281	-1.39599132996159	-12.3845274059782	0.0174008928234633	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2.71685281236665e-07	0.00015391613736538	TRUE	TRUE	TRUE
HSPC:CD58_DC:CD2	CD58	CD2	HSPC	DC	0.651926610812686	0.734380156892549	0.892671668953377	0.318608714564672	2.17786183936576	-1.37405656211184	0.311269234234248	-1.33930636013077	-5.85708020780175	-10.944721683426	0.171817511939051	-1.37012838070281	-1.17930130051914	-12.1823806730398	0.0151650624345726	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	5.38567086688194e-07	0.000217783065679538	TRUE	TRUE	TRUE
HSPC:HLA-A_DC:LILRB1	HLA-A	LILRB1	HSPC	DC	1.59428532088124	2.07641410995539	1.01620176940985	0.915534083771558	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0670611725804167	-2.59690110175834	-3.15512364915596	0.381184352491083	-0.133893809327984	0.157223239064626	-1.04310084071199	0.0368445577609634	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00925020943987347	0.093580893500888	TRUE	TRUE	TRUE
HSPC:HLA-B_DC:LILRB1	HLA-B	LILRB1	HSPC	DC	1.78369982001053	2.17066509219978	1.01620176940985	0.915534083771558	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0918072020924075	-2.59690110175834	-3.19208564501862	0.283264308831388	-0.133893809327984	0.134030789548735	-1.08827985330542	0.0383154953825133	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00853559244369649	0.093580893500888	TRUE	TRUE	TRUE
HSPC:HLA-C_DC:LILRB1	HLA-C	LILRB1	HSPC	DC	1.43853369845923	1.75167842584766	1.01620176940985	0.915534083771558	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0646458642797431	-2.59690110175834	-3.12283613541603	0.284138931031401	-0.133893809327984	0.116192442732821	-1.28604136757454	0.0348005709444126	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00887438496870546	0.093580893500888	TRUE	TRUE	TRUE
HSPC:HLA-F_DC:LILRB1	HLA-F	LILRB1	HSPC	DC	0.651735608764122	0.736028210152043	1.01620176940985	0.915534083771558	2.17786183936576	-1.37405656211184	0.311269234234248	-0.425851919120541	-2.59690110175834	-4.28696200358101	0.175474240912962	-0.133893809327984	-0.0277590835706812	-1.185215678212	0.0193985657444432	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00212315742568049	0.0617187418543449	TRUE	TRUE	TRUE
HSPC:APOE_DC:LDLR	APOE	LDLR	HSPC	DC	1.06481291763397	0.871365609754614	0.889210337407992	0.651470484669398	2.17786183936576	-1.37405656211184	0.311269234234248	-3.31110160240554	-0.569945835650784	-10.8139165758875	-0.271303211407526	-0.408172310095684	-0.525710204764028	-13.0225032108235	0.0267843542116717	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00476628852684943	0.0791944054729659	TRUE	TRUE	TRUE
HSPC:CSF1_DC:SIRPA	CSF1	SIRPA	HSPC	DC	0.870857509406272	0.93257541966496	0.905569256983971	0.505969479889683	2.17786183936576	-1.37405656211184	0.311269234234248	-2.96568771904463	-0.789284452307395	-4.89142913203046	0.116489682314654	-0.763784142366528	-0.535423048861103	-5.56569834192363	0.015764201592331	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000133967565423976	0.0125359318968014	TRUE	TRUE	TRUE
HSPC:AVP_DC:LDLR	AVP	LDLR	HSPC	DC	1.8815544032957	1.13871324421482	0.889210337407992	0.651470484669398	2.17786183936576	-1.37405656211184	0.311269234234248	-2.22604140861103	-0.569945835650784	-10.5912258963875	-0.689281831216089	-0.408172310095684	-1.34428003110826	-13.0851339195159	0.0279358448850649	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3.08627138335975e-06	0.000720501190476098	TRUE	TRUE	TRUE
HSPC:APOE_DC:LRP1	APOE	LRP1	HSPC	DC	1.06481291763397	0.871365609754614	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-3.31110160240554	-3.15158752598487	-11.0497056307761	-0.271303211407526	-0.821306516800052	-0.792158090777719	-12.9300356240666	0.0251687102593716	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00420067861211216	0.0787074956271188	TRUE	TRUE	TRUE
HSPC:MDK_DC:LRP1	MDK	LRP1	HSPC	DC	1.03041230517171	0.906337443736808	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.89987026153146	-3.15158752598487	-5.93994314866973	-0.170540893573511	-0.821306516800052	-0.792244602409686	-3.19341605424079	0.0287925567234239	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000767454137696889	0.0366503024240405	TRUE	TRUE	TRUE
HSPC:PSAP_DC:LRP1	PSAP	LRP1	HSPC	DC	0.831759597523676	1.01703524905226	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	0.0486608512970958	-3.15158752598487	-3.66325225910787	0.290131168586871	-0.821306516800052	-0.463529898671459	-1.5201694393965	0.0198654507956189	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00796449994173724	0.092803018830076	TRUE	TRUE	TRUE
HSPC:B2M_DC:LILRB1	B2M	LILRB1	HSPC	DC	3.2065810826813	3.24689655596468	1.01620176940985	0.915534083771558	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0112059160883248	-2.59690110175834	-2.71214785597603	0.018025533914269	-0.133893809327984	-0.124661436284789	-1.17657695233341	0.0471673613035021	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0089123463006146	0.093580893500888	TRUE	TRUE	TRUE
HSPC:GSTO1_DC:RYR1	GSTO1	RYR1	HSPC	DC	1.02183010265582	1.03897909978702	0.86214558464555	0.13828030342426	2.17786183936576	-1.37405656211184	0.311269234234248	-0.461166809140898	-5.93845092595532	-11.1040523715541	0.0240112905045094	-2.1890759935562	-2.60014431932096	-12.9812211580876	0.02605098756717	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00422575876962608	0.0787074956271188	TRUE	TRUE	TRUE
HSPC:CD59_DC:CD2	CD59	CD2	HSPC	DC	0.807300751202986	0.912355466420576	0.892671668953377	0.318608714564672	2.17786183936576	-1.37405656211184	0.311269234234248	-0.844173235494044	-5.85708020780175	-10.9318016182278	0.176489793892315	-1.37012838070281	-1.17340531886568	-12.3611410301583	0.0171265393612575	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.84662554397208e-08	0.000106810515652906	TRUE	TRUE	TRUE
HSPC:HLA-C_DC:NOTCH4	HLA-C	NOTCH4	HSPC	DC	1.43853369845923	1.75167842584766	1.20547753035325	0.398113228935366	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0646458642797431	-5.9788184213985	-11.0709214885537	0.284138931031401	-1.43192350902039	-1.33794713866666	-13.3111729528956	0.032500527625511	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00413310054260759	0.0787074956271188	TRUE	TRUE	TRUE
HSPC:HLA-DQA1_DC:CD4	HLA-DQA1	CD4	HSPC	DC	0.935891810668284	1.2205257056221	1.13897703331367	0.64503647874149	2.17786183936576	-1.37405656211184	0.311269234234248	-2.01394941572469	-1.20763892214098	-3.826370972681	0.383089011547201	-0.74437350591393	-0.596430198812143	-1.34121534066047	0.0203510329392226	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00754602410083167	0.091202451965853	TRUE	TRUE	TRUE
HSPC:SERPING1_DC:LRP1	SERPING1	LRP1	HSPC	DC	0.672716403194813	0.842633216037194	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.704267216455771	-3.15158752598487	-5.08661076131804	0.324906350510088	-0.821306516800052	-0.430899579926123	-2.07920448565657	0.0236977777798253	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00135366938690582	0.0484544917343915	TRUE	TRUE	TRUE
HSPC:HLA-B_DC:SIGLEC10	HLA-B	SIGLEC10	HSPC	DC	1.78369982001053	2.17066509219978	0.900404342814126	0.527452048306217	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0918072020924075	-0.245254470107076	-1.19912038047166	0.283264308831388	-0.690883516568343	-0.596526298919762	-1.49736795584861	0.0127357120001999	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00183378722083442	0.0580784777843292	TRUE	TRUE	TRUE
HSPC:LGALS9_DC:LRP1	LGALS9	LRP1	HSPC	DC	0.748700453603632	0.975143140748767	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	0.221524120809215	-3.15158752598487	-3.73346119743663	0.381225378341187	-0.821306516800052	-0.470792545803064	-1.58908069747639	0.0148860800432999	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00800304144625584	0.0929367804261753	TRUE	TRUE	TRUE
HSPC:CSF1_DC:CSF2RA	CSF1	CSF2RA	HSPC	DC	0.870857509406272	0.93257541966496	1.13224217241773	1.00667398882502	2.17786183936576	-1.37405656211184	0.311269234234248	-2.96568771904463	-1.47230735097939	-5.46852853463538	0.116489682314654	-0.154936849314254	-0.139699253835699	-4.11222958432448	0.0229369629887435	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00157780552964753	0.0522359740041933	TRUE	TRUE	TRUE
HSPC:CSF1_DC:CSF3R	CSF1	CSF3R	HSPC	DC	0.870857509406272	0.93257541966496	1.01351384830991	0.899209259004013	2.17786183936576	-1.37405656211184	0.311269234234248	-2.96568771904463	-0.678287837452724	-4.32907264837184	0.116489682314654	-0.156549165963517	0.0378652703217918	-2.78115315508382	0.0289741983507284	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00355264125248142	0.0787074956271188	TRUE	TRUE	TRUE
HSPC:IL18_DC:IL18R1	IL18	IL18R1	HSPC	DC	0.909634702401482	0.958363209445696	1.04883949751528	0.778134469006911	2.17786183936576	-1.37405656211184	0.311269234234248	-0.651962679549405	-6.24378969166538	-11.2370678898674	0.0752852318082337	-0.388226340897605	-0.379179110653826	-13.1272995221934	0.0287375481125641	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1.48479979068308e-06	0.000431067836666903	TRUE	TRUE	TRUE
HSPC:IL1B_DC:IL1R2	IL1B	IL1R2	HSPC	DC	0.884489525643096	1.03961365124123	1.03113079776707	0.51504863564903	2.17786183936576	-1.37405656211184	0.311269234234248	-1.8275697322949	-3.69701712489343	-5.02100127346768	0.233130519822392	-0.906809952179947	-1.01523049286491	-1.75280039173394	0.0114124031583592	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0124537958233567	0.0992560334855766	TRUE	TRUE	TRUE
HSPC:FBN1_DC:ITGA5	FBN1	ITGA5	HSPC	DC	0.67592609350708	0.579415087327894	0.844164049817159	0.778514748218276	2.17786183936576	-1.37405656211184	0.311269234234248	-4.84990967178589	0.064616191829974	-9.91958858983202	-0.188050206346007	-0.0831629031458702	-0.164528020864279	-11.9928466390499	0.0133258719574708	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00510801592057585	0.0800695116243095	TRUE	TRUE	TRUE
HSPC:FBN1_DC:ITGB1	FBN1	ITGB1	HSPC	DC	0.67592609350708	0.579415087327894	1.03525008244556	0.737338085623713	2.17786183936576	-1.37405656211184	0.311269234234248	-4.84990967178589	-0.883049548383484	-5.50808360967245	-0.188050206346007	-0.450937848358503	-0.496560466284185	-3.47482250534655	0.0296269640830653	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00915686462602276	0.093580893500888	TRUE	TRUE	TRUE
HSPC:CALR_DC:LRP1	CALR	LRP1	HSPC	DC	1.62368150054878	1.83468329070612	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0585420406467559	-3.15158752598487	-3.49443606457597	0.176262378702256	-0.821306516800052	-0.758597040615442	-1.37510275900241	0.0478688385369009	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00724978322366793	0.0903032679317713	TRUE	TRUE	TRUE
HSPC:ADRA2A_DC:GNAI2	ADRA2A	GNAI2	HSPC	DC	0.735386245136861	0.489737330679467	1.61554866590093	1.35385309928566	2.17786183936576	-1.37405656211184	0.311269234234248	-4.74342937201994	-0.868482587318094	-5.81948192562142	-0.550974342802669	-0.242120353418748	-0.904178839359737	-4.36260591898871	0.0377580106243406	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0074443583876545	0.0910721527610781	TRUE	TRUE	TRUE
HSPC:ADAM10_DC:AXL	ADAM10	AXL	HSPC	DC	0.670222976057964	0.89316107181877	0.968642590198666	0.31976880864588	2.17786183936576	-1.37405656211184	0.311269234234248	0.129896430685785	-6.49701741254157	-10.6749471623771	0.414279228332486	-1.41291491977145	-1.30156431664568	-12.2269194542032	0.015632081913549	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1.34862320656135e-07	0.000106810515652906	TRUE	TRUE	TRUE
HSPC:APP_DC:LRP1	APP	LRP1	HSPC	DC	0.878762942309347	0.83602612389343	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.570300363883048	-3.15158752598487	-4.09626344837852	-0.0719260082593349	-0.821306516800052	-0.840655224690973	-1.02177252834117	0.0337087064906559	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00214133688307098	0.0619292129209991	TRUE	TRUE	TRUE
HSPC:GNAI2_DC:FPR1	GNAI2	FPR1	HSPC	DC	1.10523732085888	1.28842000711265	1.00782111894305	0.585435245979024	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0884247087515732	-3.87563765885327	-4.77224866366517	0.221246784791744	-0.71100455123248	-0.485473277585316	-4.74048482182997	0.02693745194475	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000257071899441289	0.0190928581120001	TRUE	TRUE	TRUE
HSPC:PSEN1_DC:NOTCH4	PSEN1	NOTCH4	HSPC	DC	0.653273766205755	0.83700736366305	1.20547753035325	0.398113228935366	2.17786183936576	-1.37405656211184	0.311269234234248	-0.716543886112664	-5.9788184213985	-10.5561547323512	0.357552609117501	-1.43192350902039	-1.06129427654421	-12.3173916692675	0.0166241101047353	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0041768141244929	0.0787074956271188	TRUE	TRUE	TRUE
HSPC:HMGB1_DC:THBD	HMGB1	THBD	HSPC	DC	2.813629546021	2.41008524380007	1.007365931179	0.390490752480381	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0268049482874813	-1.5168450289478	-1.56997693924106	-0.223348215012291	-1.22686001564539	-1.67979080481266	-1.10641855620239	0.0540426553864953	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00200346156073966	0.0599318190791935	TRUE	TRUE	TRUE
HSPC:HMGB1_DC:CD163	HMGB1	CD163	HSPC	DC	2.813629546021	2.41008524380007	0.91529065759282	0.485504087197072	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0268049482874813	-5.97534099131081	-11.230199437991	-0.223348215012291	-0.833772059428539	-1.12440283441492	-13.381802951497	0.034069425710399	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1.27865827766963e-08	4.93373963454403e-05	TRUE	TRUE	TRUE
HSPC:LGALS9_DC:SLC1A5	LGALS9	SLC1A5	HSPC	DC	0.748700453603632	0.975143140748767	1.00952671164816	0.550285971334303	2.17786183936576	-1.37405656211184	0.311269234234248	0.221524120809215	-2.77395306505001	-3.06044714150624	0.381225378341187	-0.795034697248069	-0.504935392925344	-2.64460838358588	0.0114338370610694	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00100986975130397	0.0420376847762472	TRUE	TRUE	TRUE
HSPC:SERPINE2_DC:LRP1	SERPINE2	LRP1	HSPC	DC	0.861330333461496	0.614013824535252	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-4.09289674750664	-3.15158752598487	-8.40508322288023	-0.470785676596338	-0.821306516800052	-1.45448820765206	-5.93764271750995	0.0305769729162295	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000149693893994029	0.0136686218931242	TRUE	TRUE	TRUE
HSPC:HSP90B1_DC:LRP1	HSP90B1	LRP1	HSPC	DC	1.6066209826194	1.76138758059416	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.15927128740282	-3.15158752598487	-3.94649242009393	0.132682775225742	-0.821306516800052	-0.768214989051976	-1.80666166540576	0.0403329608103088	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00510931527035228	0.0800695116243095	TRUE	TRUE	TRUE
HSPC:LRPAP1_DC:LRP1	LRPAP1	LRP1	HSPC	DC	0.780351632624667	0.88056053128173	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.157277817148441	-3.15158752598487	-4.01743823194416	0.174297820567517	-0.821306516800052	-0.570700211669359	-1.49422915475305	0.0244203210438543	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00644265797960633	0.0872176856863332	TRUE	TRUE	TRUE
HSPC:HSP90AA1_DC:LRP1	HSP90AA1	LRP1	HSPC	DC	2.46249820581782	2.44644349644031	0.950778078085639	0.511811331455787	2.17786183936576	-1.37405656211184	0.311269234234248	-0.0299815197091996	-3.15158752598487	-3.36705031560872	-0.00943671104247621	-0.821306516800052	-0.931811381456903	-1.404597513193	0.0666373848694813	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00708931386622805	0.0897358929573696	TRUE	TRUE	TRUE
HSPC:HRAS_DC:TLR2	HRAS	TLR2	HSPC	DC	0.639166295716279	0.774878616613077	0.897849253747376	0.512069763065587	2.17786183936576	-1.37405656211184	0.311269234234248	-1.92953727682081	-0.531624832420254	-3.67527888086574	0.277778997814719	-0.73970225444916	-0.467481001411565	-1.2063427000475	0.015281233500849	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00959365792037334	0.0938589735642145	TRUE	TRUE	TRUE
HSPC:CD55_DC:ADGRE2	CD55	ADGRE2	HSPC	DC	0.772409258573934	0.939824316539459	0.94783739156749	0.848963496303164	2.17786183936576	-1.37405656211184	0.311269234234248	-0.545264080281067	-0.953793009049691	-1.96301235123905	0.283025638359327	-0.143642829586388	0.130229867313488	-1.64647450534324	0.0205325472614311	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0113915744954238	0.097865074220876	TRUE	TRUE	TRUE
HSPC:CALM1_DC:FAS	CALM1	FAS	HSPC	DC	1.28250392942842	1.22550216819884	0.884936576599639	0.483543384594701	2.17786183936576	-1.37405656211184	0.311269234234248	-0.300583837453022	-2.76686715076819	-3.63252020946019	-0.0655902094020039	-0.791930997914215	-0.933489237670045	-3.8016921479876	0.0228917856341628	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00914962096870628	0.093580893500888	TRUE	TRUE	TRUE
HSPC:SPTBN2_DC:PTPRA	SPTBN2	PTPRA	HSPC	DC	0.587159153487118	0.358050518447457	1.01852757548522	0.839253156993003	2.17786183936576	-1.37405656211184	0.311269234234248	-4.80795009741084	-0.766913888087109	-5.40685923156234	-0.612773060268652	-0.261579694979294	-0.935290885442392	-2.98793977975647	0.0243900449863732	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00958899925520216	0.0938589735642145	TRUE	TRUE	TRUE
HSPC:BSG_DC:SLC16A1	BSG	SLC16A1	HSPC	DC	0.911584723209478	1.13659323636551	0.835741945011633	0.477456377095359	2.17786183936576	-1.37405656211184	0.311269234234248	0.0275430726140441	-6.32871909072355	-10.8859178606453	0.318267382826684	-0.741899662803156	-0.476254701021843	-12.8236023997734	0.0234261049551612	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00450050691044454	0.0787074956271188	TRUE	TRUE	TRUE
HSPC:MPIG6B_DC:TNFRSF21	MPIG6B	TNFRSF21	HSPC	DC	0.807920994752926	0.621266574186995	1.120083765197	0.767831606659057	2.17786183936576	-1.37405656211184	0.311269234234248	-1.1869993380741	-1.44793683589516	-10.1955124239951	-0.344565367192616	-0.502545376307828	-0.985461881998266	-12.4326588066828	0.0179791613680463	1	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6.94856230313331e-06	0.00132227053239037	TRUE	TRUE	TRUE
HSPC:GP1BB_DC:ITGB2	GP1BB	ITGB2	HSPC	DC	1.47785348272066	0.927552233571986	1.49297032323041	1.41311197010515	2.17786183936576	-1.37405656211184	0.311269234234248	-2.86504621477981	-0.873872748821306	-4.2095461054181	-0.653173184066845	-0.0661679778835173	-0.797959251622583	-2.68713963392608	0.0519909574957509	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0109848194656298	0.0968719263368431	TRUE	TRUE	TRUE
HSPC:PLGRKT_DC:PLAUR	PLGRKT	PLAUR	HSPC	DC	0.744323278349613	0.834657381357298	1.38166412280364	0.966420903324643	2.17786183936576	-1.37405656211184	0.311269234234248	-1.43408570069539	-1.64055678420322	-3.09155705038094	0.165254750737801	-0.497577076377925	-0.391986793439441	-2.35637653365176	0.0387167501025864	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0103844729052001	0.0954368461600065	TRUE	TRUE	TRUE
HSPC:FCGRT_DC:LILRB2	FCGRT	LILRB2	HSPC	DC	0.846331287356409	0.893089007674458	0.962492808138454	0.651171715625479	2.17786183936576	-1.37405656211184	0.311269234234248	-1.11449738931472	-1.73458398385077	-5.19944215221974	0.0775814639253486	-0.519662901660667	-0.481907583330004	-2.55822687069629	0.0248740015680998	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00105106174282617	0.0428852129122497	TRUE	TRUE	TRUE
HSPC:CD7_DC:ADAM15	CD7	ADAM15	HSPC	DC	0.619438914940216	0.805836461633991	0.895883346119173	0.507250245065111	2.17786183936576	-1.37405656211184	0.311269234234248	-1.10197787584223	-1.27040295165589	-2.72992435550504	0.379525064373792	-0.741235597164634	-0.459423756777564	-2.03267566741197	0.0208662897943006	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0123852438536331	0.0991409564322989	TRUE	TRUE	TRUE
HSPC:CASP8_DC:FAS	CASP8	FAS	HSPC	DC	0.715629734635835	0.948320202069044	0.884936576599639	0.483543384594701	2.17786183936576	-1.37405656211184	0.311269234234248	-0.296539852863243	-2.76686715076819	-3.98383835985322	0.406160936970737	-0.791930997914215	-0.340084154433981	-3.30565651417806	0.0123409308705111	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0100149366343807	0.09498661383768	TRUE	TRUE	TRUE
